title,votes,quorum,proposal_link
[FIP - 186] Deploy Fraxferry for FRAX (Aurora),44,470%,https://snapshot.box/#/s:frax.eth/proposal/0x1c844e1bd646e9545564b0a731f845cfb6c386fba2fe4932eddc8a9ad69b796b
[FIP -185] Add Sentiment FRAX Lending Pool to FXS gauge controller,44,470%,https://snapshot.box/#/s:frax.eth/proposal/0x1127ca8206adbce95004ed0496defd1b25ee8bbd542757c73b77cc3ee6f058c7
[FIP - 184] Add VST/FraxBP to FXS gauge controller,36,386%,https://snapshot.box/#/s:frax.eth/proposal/0x8f497b3efdb082b236f3a1f6ee3284a5652a72f84223b19d03e386522bb2a44d
[FIP - 183] Deploy Fraxferry for FXS ( Moonriver ),31,370%,https://snapshot.box/#/s:frax.eth/proposal/0x9547dee11379b25e7de9ad0884b6e4d7a0b4e6b049abc848b26e9279db5162bc
[FIP - 182] frxETHBP & WETHR Program,55,576%,https://snapshot.box/#/s:frax.eth/proposal/0x1272233285b3b4ce026173ec4e2a59d6c8daba3d64b41e67ba160cc526fc5c7d
[FIP - 181] Add Metronome msUSD/FraxBP to FXS gauge controller,29,559%,https://snapshot.box/#/s:frax.eth/proposal/0x9cc997cf19f797919e40d87e17c7eed87aefa10279fbeef89761cb1717ac56b8
[FIP - 180] Add clevUSD/FraxBP to FXS gauge controller,28,558%,https://snapshot.box/#/s:frax.eth/proposal/0x02aa360090c273c1218b84fe4b25e2be1d6a0210be1419087832da3ac15c38eb
[FIP - 179] Add STG/FraxBP to FXS gauge controller,27,561%,https://snapshot.box/#/s:frax.eth/proposal/0xe53269e838ab2ca0d8e09f8326d2a4ffb3425ecb1b39dfe89b72b7178b486614
[FIP - 178] Flywheel Grant Renewal For 2023,48,163%,https://snapshot.box/#/s:frax.eth/proposal/0xece8d5be8b180b54350c4bddee190e24e2849d233f8aac11e0ef0aa7d658ae2a
[FIP - 177] Allocate 300000 $vlCVX votes for clevUSD/FraxBP for the next 6 epochs,37,435%,https://snapshot.box/#/s:frax.eth/proposal/0x08c3ef926a87e408b964fd46b9548bdaa453e3cc5fc774ed6fe8fff4c2f63b36
[FIP - 176] Deploy Fraxferry for sfrxETH ( BSC ),36,470%,https://snapshot.box/#/s:frax.eth/proposal/0xb2c5a0ab807170214f5abed40634562e0527f02a2d00ea4d75e75388c578a436
[FIP - 175] Implement FRAX/mUSD pool ragequit function,36,507%,https://snapshot.box/#/s:frax.eth/proposal/0xb69cd11062f257c106d2fac75f30fae50dd41f3f7ad8845a3fa1e0d051618e7a
[FIP - 174] Deploy Fraxferry for FXS ( Optimism ),39,431%,https://snapshot.box/#/s:frax.eth/proposal/0x52d8c99612897b198873277899dfb2a9e9daf46c877dca32a920e385961508f3
[FIP - 173] Deploy Fraxferry for FXS ( Avalanche ),32,515%,https://snapshot.box/#/s:frax.eth/proposal/0xca4f422870c8bd1d24c37ff2c635d22f3bd9782f3b62ed7d38876230e48032ec
[FIP - 172] Deploy Fraxferry for FXS ( Moonbeam ),31,514%,https://snapshot.box/#/s:frax.eth/proposal/0x6208d2b22e13e511fe32907b7679958d4b5bc40b04533170b4d6960bf7df528d
[FIP - 171] Deploy Fraxferry for FXS ( Fantom ),27,513%,https://snapshot.box/#/s:frax.eth/proposal/0xa2fad6f288a8d404f0e86df56dc07d08fd1c18d5b160a3c524b44b0d78868f0d
[FIP - 170] Deploy Fraxferry for FXS ( BSC ),28,514%,https://snapshot.box/#/s:frax.eth/proposal/0x8fedeab2ddebeb0bb40f536c95223b80890e9f4e4951e9c0bd6f72f4aaae930e
[FIP - 169] Deploy Fraxferry for FXS ( Polygon ),29,514%,https://snapshot.box/#/s:frax.eth/proposal/0x0f0fb695660d7733488797dc13f75a72b7c8b614dd3e67c49cafdaef9ed63262
[FIP - 168] Deploy Fraxferry for FXS ( Arbitrum ),32,514%,https://snapshot.box/#/s:frax.eth/proposal/0xc4257d3c751fec54dc0ae002640824b973c02e5e98cfca5fe2828f8232f05132
[FIP - 149] [Revote] Deploy Fraxferry for a new chain ( Moonriver ),31,513%,https://snapshot.box/#/s:frax.eth/proposal/0x68920a166bf0aa127485c486a0e20cb0ae26cba55e4efa1e50c5c28a4cfaeb36
[FIP - 167] Add L2D4 Gauge,31,156%,https://snapshot.box/#/s:frax.eth/proposal/0x48375091672230d45b1bf1184dccc2ae4f8393f7291818e3172e8a651468dd80
[FIP - 166] Increase Fraxlend AMO allocation for a pair ( FPI/FRAX - Variable Rate - 12),30,14.4%,https://snapshot.box/#/s:frax.eth/proposal/0x9727168834bf7463f0d60858181249fad60031cc00066e032f93aa61006f6113
[FIP - 165] Authorize Fraxlend AMO for a new pair ( MKR/FRAX - Variable Rate V2 ),30,506%,https://snapshot.box/#/s:frax.eth/proposal/0x0117a2186f81140d2add8a9172510712cd2073438e9fc3ffc95253e337025efb
[FIP - 164] Authorize Fraxlend AMO for a new pair ( AAVE/FRAX - Variable Rate V2 ),26,421%,https://snapshot.box/#/s:frax.eth/proposal/0xabcbe9d858646378468a10974e2e0f070f776fe026092f082b68c3ac3810452c
[FIP - 163] Authorize Fraxlend AMO for a new pair ( UNI/FRAX - Variable Rate V2 ),24,421%,https://snapshot.box/#/s:frax.eth/proposal/0xec593d6479785fa03f8f49be3422670916d2fa6ed6f1b91d48b606bf0bdc8cec
[FIP - 162] Authorize Fraxlend AMO for a new pair ( LDO/FRAX - Variable Rate V2 ),26,421%,https://snapshot.box/#/s:frax.eth/proposal/0xec0f8408112d35d9f5fee1a454423b53897f84384cc1f3d3da80c0c81b53b3f9
[FIP - 161] Authorize Fraxlend AMO for a new pair ( LINK/FRAX - Variable Rate V2 ),25,428%,https://snapshot.box/#/s:frax.eth/proposal/0x889caff2a60c5abffa5666b2584f9810bb49605533d14143cac499d714ce63e2
[FIP - 160] Authorize Fraxlend AMO for a new pair ( APE/FRAX - Variable Rate V2 ),25,422%,https://snapshot.box/#/s:frax.eth/proposal/0xc41bc22f39c7b25959fed911330b5a99a4c941c758f1b99b5dde1052d3828981
[FIP - 159] FIP Revoting Guidlines,31,120%,https://snapshot.box/#/s:frax.eth/proposal/0x8b2ac1a9d67e22200bef73dcecc7f921c336acbed07fb53ea0e3bbbb1e832523
[FIP - 158] Deploy Fraxferry for sfrxETH ( Optimism ),33,435%,https://snapshot.box/#/s:frax.eth/proposal/0xb9fe6ef374e566eae0c10242add737be28a5e3bdc0f908ade0343d7f58923fff
[FIP - 157] Deploy Fraxferry for sfrxETH ( Arbitrum ),34,435%,https://snapshot.box/#/s:frax.eth/proposal/0x32da9f34e135aa28a942e11e1177eabd1566eefff47066d0d4baef4b85d83d9e
[FIP - 156] Deploy Fraxferry for frxETH ( Moonbeam ),30,435%,https://snapshot.box/#/s:frax.eth/proposal/0xd84ed9341ccf2c9cb4d7cc5b318f380b0d3bbecdc40372f30aa7acf34ea1a95b
[FIP - 155] Deploy Fraxferry for frxETH ( Fantom ),30,431%,https://snapshot.box/#/s:frax.eth/proposal/0xd7271b056242d71923ceae35f46e35027a24b8a12cde0b12489f45d4046d6630
[FIP - 154] Deploy Fraxferry for frxETH ( BSC ),31,435%,https://snapshot.box/#/s:frax.eth/proposal/0x08fe38d252c6d16caa75c5a1374f7e2dee8a8cad6ac704affff9129826eb171f
[FIP - 153] Deploy Fraxferry for frxETH ( Polygon ),27,434%,https://snapshot.box/#/s:frax.eth/proposal/0x3f15e065ace9b85ee3e2557fabf03a481d3fd1aa7cd7e2f9b1f2aeb037004838
[FIP - 152] Deploy Fraxferry for frxETH ( Optimism ),30,435%,https://snapshot.box/#/s:frax.eth/proposal/0x28a0f9fc40672393b27cb3348674cc8b1fb2c0b796abcb703008f8ce0200bbeb
[FIP - 151] Deploy Fraxferry for frxETH ( Arbitrum ),32,435%,https://snapshot.box/#/s:frax.eth/proposal/0xa32b8a6a20a2452e9918136379829a28c7b34cdb36a274c6837c07040a6cccea
[FIP - 150] Deploy Fraxferry for a new chain ( Avalanche ),41,561%,https://snapshot.box/#/s:frax.eth/proposal/0x665aed064dc7d1d9b948fe6adde13544a07f64dfe4d26123226400607e60230d
[FIP - 149] Deploy Fraxferry for a new chain ( Moonriver ),19,137%,https://snapshot.box/#/s:frax.eth/proposal/0xaeb2f478d8d84e4ce1eb8f421e5ea002f5f021a9967b8fec8fe96ba4b97a9ab9
[FIP - 148] Add OHM/FraxBP gauge to the gauge controller,23,378%,https://snapshot.box/#/s:frax.eth/proposal/0x4540ed68b553a414e22e090f4e28a05792b7035e2e973c0cc6b714b4ff7fc397
[FIP - 147] Deploy Fraxferry for a new chain ( Boba ),23,378%,https://snapshot.box/#/s:frax.eth/proposal/0x5d2e624f88f46bfa431eaca63ce3d6f84e8472c1964ec226370b550c297ab638
[FIP - 146] Deploy Fraxferry for a new chain ( Evmos ),21,378%,https://snapshot.box/#/s:frax.eth/proposal/0xc44bf396cb10b6ef65b24688418752dccac9db64bb362d5f2b44d82957929f5b
[FIP-145] Allow only individual Gauge Controller proposals,28,472%,https://snapshot.box/#/s:frax.eth/proposal/0x24fbae463f67782a8e1d9cd02d8f5a18cca57df5d1f5647e894e403a324300c5
[FIP - 144] Deploy Fraxferry for a new chain (Polygon),26,443%,https://snapshot.box/#/s:frax.eth/proposal/0xe0612875c1647d133ea5cb1767fa4dc7db7b1704571336d0c1fab5ec88662db1
[FIP - 143] Add SDT/FraxBP gauge to the gauge controller,23,470%,https://snapshot.box/#/s:frax.eth/proposal/0x85f899b6159b311f85f91fd7cc8118df201045ee4b1ef59c93ac239c6bf4ad79
"[FIP - 142] Frax Gauges on KyberSwap Elastic Ethereum, Polygon, Arbitrum and Optimism",38,846%,https://snapshot.box/#/s:frax.eth/proposal/0xd1153d6aafc469d0ddb7621f9789ba4afa82961aa0a54b51b325ade0c030715a
[FIP - 141] Deploy Fraxferry for a new chain ( BSC ),23,471%,https://snapshot.box/#/s:frax.eth/proposal/0xaa0c47ea8b8ed36c8dc8924fd1747ab20ed8107b091eb4c89a97b6b9840c602f
[FIP - 140] Deploy Fraxferry for a new chain ( Fantom ),16,376%,https://snapshot.box/#/s:frax.eth/proposal/0x9464dc7af1f02be398da8f8c97367297c560d4c3f439aa81695ea4d1e390e33e
[FIP - 139] Authorize Fraxlend AMO for a new pair ( cvxcrvFRAX/FRAX - Variable Rate V2 ),27,556%,https://snapshot.box/#/s:frax.eth/proposal/0x40e711bda5d32e4b9d5e467074baf27acf785b46ca7222fc319368ea5d1183b1
[FIP - 138] Authorize Fraxlend AMO for a new pair ( sfrxETH/FRAX - Variable Rate V2 ),28,563%,https://snapshot.box/#/s:frax.eth/proposal/0x68c141f6a3625a9fb5072f98cfbb662142d8d935e35e92d26029a410185990a1
[FIP - 137] Authorize Fraxlend AMO for a new pair ( FPI/FRAX - Variable Rate V2 ),28,563%,https://snapshot.box/#/s:frax.eth/proposal/0x0cb25547141a7d3e5ff169349e57ec01415b3f109662e834c8b5113f162031a0
[FIP - 136] Deploy Fraxferry for a new chain ( Optimism ),24,476%,https://snapshot.box/#/s:frax.eth/proposal/0x97b89ad96fb1568e460e98fcf3268bb382a5ec274fd7db39d8844f91da423747
[FIP - 135] Deploy Fraxferry for a new chain ( Arbitrum ),27,477%,https://snapshot.box/#/s:frax.eth/proposal/0x6b79deb2ddd87ebcef7ea8d36f74873cb155b24ad312ce2cb0f2cbb07f1e8dec
[FIP - 134] Add RSR-FRAXBP Gauge,48,488%,https://snapshot.box/#/s:frax.eth/proposal/0xb712a88b45e3f560c674e424ecfc90b36ca8813b079d4cded2296a652cce848c
[FIP - 133] Add XAI-FRAXBP Gauge,46,489%,https://snapshot.box/#/s:frax.eth/proposal/0x93f1ba12c39f703eb1860ad0c7f076d4cde3997196af5d3e92c8bb49fe8fa136
[FIP - 132] Deploy Fraxferry for a new chain ( Moonbeam ),27,479%,https://snapshot.box/#/s:frax.eth/proposal/0x29a57f42e2d4402f73af614d03bddae902962d8d07a61875cad06e748e0472ad
[FIP - 131] Increase Fraxlend AMO allocation for a pair ( WBTC/FRAX - Variable Rate ),19,484%,https://snapshot.box/#/s:frax.eth/proposal/0xa2f245f284df5503ab6d58ebc8400344507f4bc07286fffaebd7adedc4040bf7
[FIP - 130] Increase Fraxlend AMO allocation for a pair ( WETH/FRAX - Variable Rate ),14,484%,https://snapshot.box/#/s:frax.eth/proposal/0x964f7cd7d71e19737e0a0681e3ceab00c10a716b066999d78bcded82a4579b03
[FIP - 129] Increase Fraxlend AMO allocation for a pair ( CVX/FRAX - Variable Rate ),14,399%,https://snapshot.box/#/s:frax.eth/proposal/0x35e2b7341f52317220a5b04fcc4a00a86ebf7095e5fba21e46015aba3ad2041f
[FIP - 128] Increase Fraxlend AMO allocation for a pair ( CRV/FRAX - Variable Rate ),14,389%,https://snapshot.box/#/s:frax.eth/proposal/0x277bc9862b522496c6f0a75198a86deb1a0235baad1fff7e8010bd656ba6285b
[FIP - 127] Fraxlend FXS-FRAX Pair Gauge,24,432%,https://snapshot.box/#/s:frax.eth/proposal/0x6118caf877bc2a548512d33cc7dd5f1eebfbec3c5c915bf9765a049759a96021
[FIP - 126] Authorize Fraxlend AMO for a new pair ( FPIS ),24,527%,https://snapshot.box/#/s:frax.eth/proposal/0x7e97352313c5a796d465e641ad51c41b4792d9116ae9dff8115b2458a7410eb2
[FIP-125] Exploratory Partnership to Pursue Propfi (RWA) AMO,25,429%,https://snapshot.box/#/s:frax.eth/proposal/0x87a34f3f4f057beba2dd0d3b3bbbb6384617ff3711784a9f7ca4ee70fa81785a
[FIP - 124] Authorize Fraxlend AMO for a new pair ( gOHM ),22,386%,https://snapshot.box/#/s:frax.eth/proposal/0xcbee9b4761d74e66adc03640258b35c692df3d5c2023d794de1e538b4e41349e
[FIP - 123] Introduce 20% [RageQuit] function for TEMPLE/FRAX gauge,58,781%,https://snapshot.box/#/s:frax.eth/proposal/0xdeef82080b089699f3cc3f2eda504e8e5c80d738bb961320db9a34ea1ab52565
[FIP - 119] Create Gearbox AMO,39,496%,https://snapshot.box/#/s:frax.eth/proposal/0x3b1509fd9347e5b409f2623a1ad84ae50b6a02da2bc7b69805c474ee3497ec32
[FIP - 122] frxETH Protocol Fee Structure,52,590%,https://snapshot.box/#/s:frax.eth/proposal/0x3b781b741c958f2494d6ae0d20150d20266dd016623df5f840623b1fdc0cb687
[FIP - 121] Authorize Fraxlend AMO for a new pair ( FPI ),35,502%,https://snapshot.box/#/s:frax.eth/proposal/0xeccc46cadebf1b1e2ef98de7d8a39c07daac196e05798bb347699a8d7de81ea1
[FIP - 120] Deploy stkcvxfrxETH-ETH Curve Gauge,37,509%,https://snapshot.box/#/s:frax.eth/proposal/0xa06487550a88973a4a40d8466d7a2d5bffab539b62d1cb5d221bbf418637f2bf
[FIP - 118] Authorize Fraxlend AMO for a new pair ( CRV ),26,578%,https://snapshot.box/#/s:frax.eth/proposal/0xd76e874cc23f84d87312f98b858c086fba035a722a73e420abc53669ee44f1c0
[FIP - 117] Authorize Fraxlend AMO for a new pair ( FXS ),25,583%,https://snapshot.box/#/s:frax.eth/proposal/0xdee388a9db31cfd449c9f3bd24113ab192c386bf417c0189ff6d59290c72779e
[FIP - 116] Authorize Fraxlend AMO for a new pair ( CVX ),28,584%,https://snapshot.box/#/s:frax.eth/proposal/0x163e893e7432760147b6a091b700c498d0d099cbbc39e4d49cdafe0ba1029859
[FIP - 114] Badger Fraxbp Gauge,23,492%,https://snapshot.box/#/s:frax.eth/proposal/0x42717a0e0047e61ebd540494d8d31dcda54306a20f90b26edf92b35c09ae389a
[FIP - 115] Join The Tie's Institutional Pilot Program,38,115%,https://snapshot.box/#/s:frax.eth/proposal/0xa8a6c013f2f406151b5b378d96f51253477a931549d7e662debbc08c50638e50
[FIP - 113] Integrate UniV3staker and add gauge for UniV3 FXS/FRAX,31,367%,https://snapshot.box/#/s:frax.eth/proposal/0x6f45c4a81024da62429b4c0f149a326e34ef86c6621169ccb6a4c9c5518f6a50
[FIP - 112] Migrate Temple/Frax gauge,41,659%,https://snapshot.box/#/s:frax.eth/proposal/0x175b23d7f04eac5e0d4a6cc0acd8d5d62e580da391059856c20299464a940cb4
[FIP - 111] Participate in Gitcoin Funding Round,31,275%,https://snapshot.box/#/s:frax.eth/proposal/0xebb6ece0b23e19b068c5b1cb85e3512565acad1691cc931f013e458fd44657fd
[FIP - 110] Add FraxBP metapool gauges,34,581%,https://snapshot.box/#/s:frax.eth/proposal/0x377b422913cfc178a56adb1f4d5653399b9ece5e4b73fda4ecf25dc1a6482d84
[FIP - 109] Create Fraxlend AMO,42,480%,https://snapshot.box/#/s:frax.eth/proposal/0xaec7653c850adfd02c11201baa6d673c970e40f9bbf2d843a6c4278062a0964a
"[FIP - 108] New FraxBP metapool gauges (pusd, mai)",26,386%,https://snapshot.box/#/s:frax.eth/proposal/0x8ec747739271a3ca6b6ca7e3f589bc16cca697f3a303620f6b362968fa7f0c0c
[FIP - 103] [Revised] Development of Liquidity Risk Profile Dashboard for Frax Finance,14,6.58%,https://snapshot.box/#/s:frax.eth/proposal/0x0f3db371ac1afb1ed17d3908e98753879a66dba9bab9ba3ac51e48bf63b369f8
[FIP107] Redeploy imbalanced agEUR/Frax gauge as agEUR/FraxBP metapool,33,400%,https://snapshot.box/#/s:frax.eth/proposal/0x3f1e4499cdc6c1b411959fa24d19f4100ff644d85c8a8d96a9e5f21847c6aaa4
"[FIP 105] Allocate $5,000 to seek legal advice regarding the FEI situation",29,379%,https://snapshot.box/#/s:frax.eth/proposal/0xdf7685848eb716f79875599e934bbca1be1f26e86bc44f688fa1005a33df2602
[FIP 96] [Revote] FRAX-SDL Fraxswap Gauge,25,229%,https://snapshot.box/#/s:frax.eth/proposal/0x5e1010a32bf5a5da81b1a74a5b06a630463d54df852b437f9a011fa5d5c8a8a3
[FIP - 104] Creating a video for Frax Finance with DeFi Teller,20,20.8%,https://snapshot.box/#/s:frax.eth/proposal/0xb44b7c92d53d27db0e16d49b1ce999711815ca613c02c43718b0616a7aa55b4a
[FIP - 102] Authorization for revotes of FIPs,23,372%,https://snapshot.box/#/s:frax.eth/proposal/0x97d007adadae0c0b371b40873fc9584cae86254e0e44ef5a276816b99db59d10
[FIP - 101] Make FRAX stablecoins only redeemable on PoS ETH,29,379%,https://snapshot.box/#/s:frax.eth/proposal/0x27a9a6615e1036e69863264d93dad2042eb56326790789afb492fcc55a073659
[FIP -100] Remove all canFRAX/canFXS swaps between bridges & remove bridge FRAX/FXS POL,28,469%,https://snapshot.box/#/s:frax.eth/proposal/0x8d97adfad37b4c148b4a6670a58ad54c5d79f892b2f33b01436fb67f51860d5f
[FIP - 103] Development of Liquidity Risk Profile Dashboard for Frax Finance,32,463%,https://snapshot.box/#/s:frax.eth/proposal/0xc8072492bdc65307c75a32aab076624379ccdf980f2c4fac995cef807b327f90
FIP 99 - Flywheel Sponsorship Proposal,40,519%,https://snapshot.box/#/s:frax.eth/proposal/0x9650bf9a7e292d1d7692ed0b068ba082c504b0246c4cc1002939ff17a3184234
FIP 98 - Arable arUSD Stability Fund Gauge,28,371%,https://snapshot.box/#/s:frax.eth/proposal/0x72550d5c224a34ed351e4ec88075d47c806181511521740bcd0bd35e3dd7b638
FIP 97 - Initial FRAXBP Metapool Gauges,27,462%,https://snapshot.box/#/s:frax.eth/proposal/0xe644fb69a5cef6add7152646d998bbc0353153f8dc4d30145c0d183084078d99
FIP 96 - FRAX-SDL Fraxswap Gauge,22,99.4%,https://snapshot.box/#/s:frax.eth/proposal/0x83ba7cc4a38814bac173ba058858b5bb4b7946033f2de7c9b4a678003cd65730
FIP 83 - Capital Efficiency Funded Airdrop,25,456%,https://snapshot.box/#/s:frax.eth/proposal/0x5c90069097521e90a86d01fea7f5714f138b1e0739178138130f1756b5c70d28
FIP 95 - FRAXBP Revenue and Incentives Strategy,34,396%,https://snapshot.box/#/s:frax.eth/proposal/0xd4cda7880b314cadc8cb3960aeefa25770c736dcb23af591d329a2ddbcfed345
FIP 94 - Approve OHM-FRAX Fraxswap Gauge,46,408%,https://snapshot.box/#/s:frax.eth/proposal/0x77167c26edf85be7194a48ca3eb18b227ec854edcf5fe20a76485d4bb69dcd6e
FIP 93 - Add FRAX-SYN Fraxswap Gauge,39,106%,https://snapshot.box/#/s:frax.eth/proposal/0x7f68139cc9b4ca0bda4df80b3bf8f2d7209ff75346591d5af5759eca8e001c92
FIP 92 - Add FRAX-FPIS Fraxswap Gauge,41,112%,https://snapshot.box/#/s:frax.eth/proposal/0x93bac185478e36fd1e0d58a711bed02557e0b1e2e5473e7295173a76cadd84bc
FIP 84 - FRAX <> Gamma Strategies,32,372%,https://snapshot.box/#/s:frax.eth/proposal/0x0370bcc9bc750fd4073735f48549cb1f9ea8e3d2810f929ed02a155b937d642d
FIP 91 - Set gauge max lock limit to 1 year and 2x time boost,42,384%,https://snapshot.box/#/s:frax.eth/proposal/0x5517cdf87db1be6ff19f8951669eeb790cb6c39e8c62d8a0206304567c179f28
FIP 90 - Add FRAX/USDC Curve pool as a Convex position to the Gauge Controller,36,382%,https://snapshot.box/#/s:frax.eth/proposal/0x695c938083e6ea8a939bca96a7cffae33fa4400c1694c2ef85279cb66c948b57
FIP 77 - $20m FXS buyback program using TWAMM,91,568%,https://snapshot.box/#/s:frax.eth/proposal/0x404a20b59d2ac5ae6b46dd8433c3189f0f7f7503be81085b0c593ef0a6067127
FIP 81 - Whitelist STAX Finance to stake FXS (Revised),48,626%,https://snapshot.box/#/s:frax.eth/proposal/0x8b5a81210a372d9a58c21b6b7820da3d2a2162118f0574796a1051d2f46077fd
FIP-85-Protocol Research Unit Grant Proposal,22,99%,https://snapshot.box/#/s:frax.eth/proposal/0x778886d424df630ec178f958a693cdd04efcdf058cc29b25e6aec245bab93266
FIP-88-Create dAMM AMO,27,453%,https://snapshot.box/#/s:frax.eth/proposal/0x87ee4e2c98f50468c3c7c8d5c9715aa313e58535b991670b4f747c7d04f76b32
FIP-89-Adopt Commonwealth.im for Frax Governance Forum,29,460%,https://snapshot.box/#/s:frax.eth/proposal/0x7e4deb3a545a136bca61860e27e2607feeae895b324b1caf0f3ebd595af4a9da
FIP-87- Centrifuge <> Frax AMO,32,476%,https://snapshot.box/#/s:frax.eth/proposal/0x0df59cf7cd0d4fd7491c6be594f954c19d4e21155329b4efa8071c50cfe7be34
FIP 78 - Annual Security Budget Allocation,44,482%,https://snapshot.box/#/s:frax.eth/proposal/0xa59fe1a3a4390c934b84fc709491937afeacd821794b6f05bc9d7eaed826ea63
FIP-80- Podcast and Media Grant,39,482%,https://snapshot.box/#/s:frax.eth/proposal/0xf37329e98b5e7db6088eb53d8363cd7735a737d0c144a73aff10139df36ea3ca
FIP 79 - Unlock+Move FRAX-FXS LP to gauges,78,525%,https://snapshot.box/#/s:frax.eth/proposal/0xc41b1c1dcb2d9b91cd15319f4a5d6757aa5cb16c970465ae9d5e53ae6f28a4f4
FIP 76 - Allocate a portion of CRV farmed to create a staked cvxCRV holdings,55,382%,https://snapshot.box/#/s:frax.eth/proposal/0xe54f6e951a72f4bca8c2100bed0e0b22ea1f07639cc382e7632864f7a4a21041
FIP - 77 - FRAX x Arable Protocol,26,5.59%,https://snapshot.box/#/s:frax.eth/proposal/0x035eda83cd5b494c6412300e6291544b774128200e9367ee058298925527d474
FIP - 75 - Add Transak´s fiat on-ramp service on Frax,31,112%,https://snapshot.box/#/s:frax.eth/proposal/0xca582b5ced160f7435f4fe5b5942dc377418ae8eaf85afc11c869a2c35238f8e
FIP - 65 - Kill D4 Saddle pool staking rewards and move it to gauge,36,453%,https://snapshot.box/#/s:frax.eth/proposal/0x37ec9198d4c74ca7080cf61623908ecd2b84fad0f9193687b43e19223a81abb5
FIP - 73 - Use part of our farmed CRV to vote for our pools through the Stake DAO CRV liquid locker,35,450%,https://snapshot.box/#/s:frax.eth/proposal/0x5755ed9747367ab3d81ecd43c0dd731970acf5fbdb935b7a373fd28698b9181b
FIP - 67 - Kill mStable FRAX/mUSD pool staking rewards and remove from gauge,44,487%,https://snapshot.box/#/s:frax.eth/proposal/0x060b910af7ffeda06779bfe16db4739a6a672d99a618cde7e3b6d65d31ec9d70
FIP - 62 - FRAX-IQ Pool modifications,34,392%,https://snapshot.box/#/s:frax.eth/proposal/0xd988da5727eb67b626e736d38d4c035a743e1a5398653afa16f1b12215731960
"FIP - 70 - Ozys (KLAYswap, Meshswap) x FRAX partnership Proposal - including liquidity provision",23,442%,https://snapshot.box/#/s:frax.eth/proposal/0x9359274bac499f851debe470d05bacf142255e801a53f8e297da158a0551fcf1
FIP - 69 - DDDX.io & Frax Finance: Partnership Proposal,24,448%,https://snapshot.box/#/s:frax.eth/proposal/0x8e4b514bdaae940015fd71210abb0f5d74f9baf72371a2a53fce2b5518d1d3e8
FIP - 66 - Tightening the Partnership between Frax <>Sifchain,17,92.5%,https://snapshot.box/#/s:frax.eth/proposal/0x289e3536c460c710973e3fd7ccd0ba97377744a3800148083bf7e5fe69521358
FPI-61-Remove FRAX-SUSHI gauge,39,386%,https://snapshot.box/#/s:frax.eth/proposal/0x87f561014068e937dc49cd17e96774e19676a5cef6294e7d4974c5ae93643d9f
FIP-60 - Goldfinch Senior Pool AMO,39,149%,https://snapshot.box/#/s:frax.eth/proposal/0xf7518989cb987db4f86d6ab39c56545697ce209b88eb9c2ddc1806efd99453ad
FIP-63- Frax <> Lend Flare Partnership Update,26,3.65%,https://snapshot.box/#/s:frax.eth/proposal/0xab9d87ea330408bc1e4abd3eb50f71e29e110e7c02205b44d50c4391b56ced64
FIP 58 - Deprecate Buybacks/Recollateralizations for Fraxswap TWAMMs,49,472%,https://snapshot.box/#/s:frax.eth/proposal/0xc4a00d1feedf813ce8c6f11d38f5e6a7bb0ff44a3255341a55bfc63d9474dc01
FIP 59: Pitch x Frax Comprehensive Partnership,53,536%,https://snapshot.box/#/s:frax.eth/proposal/0xd66c76e43aefea98a946bc0b614cde108e5d40c8f3d70ee0e9a9c4c2afb50adc
FIP 56 - TrueFi AMO,34,103%,https://snapshot.box/#/s:frax.eth/proposal/0xaff19363a0159c422c124ab948d52891a35791cfe666de7e69b0acb8426b3819
FIP-57: Add FPI/FRAX Curve pool as a Convex position to the Gauge Controller,38,374%,https://snapshot.box/#/s:frax.eth/proposal/0x2b75c061877bd69cc6934c6e9236aa1eecb94d605b0a3da12d15d4d9e81fa3bb
Create Thetanuts AMO to Provide Liquidity Directly to Options Vaults,49,159%,https://snapshot.box/#/s:frax.eth/proposal/0x7667f9f38304cc85736badd81b16392ae4ce66814b15de8d846943f625f2f109
Biswap & Frax Finance: Partnership Proposal,49,6.07%,https://snapshot.box/#/s:frax.eth/proposal/0x39331d6f34022607a77c81a25a12737c9702e5a62de3480a0d4282a13f211d04
FIP 54- FRAX + Citadel: Bringing BTC to Frax,73,536%,https://snapshot.box/#/s:frax.eth/proposal/0x3638c5c7b2e64317eafe93f26ee56bf96ea999c244bb7d9e9656fe3043958e28
Whitelist STAX Finance to Stake veFXS,66,493%,https://snapshot.box/#/s:frax.eth/proposal/0xfb86bc1e4d1c1c7bbc6d0dfab24407fb56f3ea01b5f1ca801df11fdc8d1c0089
Retrograde Partnership,36,105%,https://snapshot.box/#/s:frax.eth/proposal/0x3aedf4f139f1bfd6c4403b386de7c00f5fdd2344124d6641d28737e189ae3aa4
Frax <> Eternity Seed Round and Partnership,39,102%,https://snapshot.box/#/s:frax.eth/proposal/0xb6be0295401d062af0c251f71e131a95f689bdb5adb622c5927af7a9e13e5a23
FRAX x Across Protocol,34,9.96%,https://snapshot.box/#/s:frax.eth/proposal/0x9fc14137554f812f79b9c2debf5f54b104fe2838b1833a39f5fca91b8e1463ea
Frax x Perp Pt 2,45,456%,https://snapshot.box/#/s:frax.eth/proposal/0x9585cd92929f50db518932d6fc950909665516c3d19dc40d80720795bb47ba75
